scorer,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000,DeepCut_resnet50_PossumLadderRungJul25shuffle1_500000
bodyparts,Snout,Snout,Snout,LFL,LFL,LFL,RFL,RFL,RFL,LHL,LHL,LHL,RHL,RHL,RHL,Tailtip,Tailtip,Tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
552,864.816431,204.2888803,1,826.8991573,215.2244225,0.999999523,804.0099733,222.6645689,0.999995589,744.6991274,218.6132849,1,725.6193647,214.5770323,1,635.4013672,211.8728735,0.999998093
553,865.8688655,204.550108,1,827.6686159,214.3601439,0.999999762,800.4525297,223.8937893,0.999986768,745.9815307,217.2567201,0.999989152,719.8754041,209.7079787,0.999999881,641.7870312,212.2344689,0.999997854
554,865.8688655,204.550108,1,827.6686159,214.3601439,0.999999762,800.4525297,223.8937893,0.999986768,745.9815307,217.2567201,0.999989152,719.8754041,209.7079787,0.999999881,641.7870312,212.2344689,0.999997854
555,867.632133,204.2048779,1,833.3443406,213.7249434,0.999999881,799.0385666,224.8532124,0.999977708,750.5522892,216.9395156,1,722.5209775,204.7623177,1,643.0882663,212.4712945,0.999998331
556,867.5684251,204.1963425,1,833.4045002,213.7010179,0.999999881,799.0099072,225.0228403,0.999977946,750.5075321,217.1380415,1,722.9913863,205.0040176,1,643.1826053,212.4347644,0.999998212
557,870.1803148,203.3348122,1,839.3702202,214.7484527,1,800.3684478,225.6922531,0.999999881,752.0722916,218.9915038,0.999993205,750.325799,208.7689817,0.999998808,643.2383515,212.5943132,0.999997497
558,870.1803148,203.3348122,1,839.3702202,214.7484527,1,800.3684478,225.6922531,0.999999881,752.0722916,218.9915038,0.999993205,750.325799,208.7689817,0.999998808,643.2383515,212.5943132,0.999997497
559,874.5053916,202.7517657,1,841.0378842,216.32618,1,799.6176646,226.5236838,1,754.2883781,218.3929757,0.999994874,755.4934827,208.028862,0.999998689,643.8670782,212.0929333,0.999999285
560,874.4143682,202.7004604,1,841.1182318,216.2516289,1,799.6256199,226.5233986,1,754.2960858,218.3647352,0.999994993,755.5076187,208.0302143,0.999998689,643.9292397,212.0706395,0.999999166
561,878.545728,202.1009002,1,843.4329631,215.1787498,1,798.8654759,225.5389116,1,757.806784,215.6543198,0.999888301,751.3086967,218.8612739,0.999998927,653.2924706,210.8993742,1
562,878.545728,202.1009002,1,843.4329631,215.1787498,1,798.8654759,225.5389116,1,757.806784,215.6543198,0.999888301,751.3086967,218.8612739,0.999998927,653.2924706,210.8993742,1
563,884.2134304,202.9668813,1,845.6726096,215.5050688,0.999999881,800.0858722,227.4897217,0.999999404,751.4532642,220.3391884,0.999821246,785.1839221,209.7664824,0.999994874,656.8384514,211.852551,1
564,884.1972542,202.9425993,1,845.6853721,215.4889231,0.999999881,799.7222986,227.2197362,0.999999523,751.3545175,220.3895337,0.999847531,785.2724452,209.8257475,0.999994993,656.8202634,211.835898,1
565,888.5807986,202.9898691,1,850.5789535,215.1638768,0.999997973,798.029453,230.1116359,0.998267293,745.8560226,223.1365607,1,793.5167894,217.3141918,0.999999762,654.9655988,211.7188437,1
566,888.5807986,202.9898691,1,850.5789535,215.1638768,0.999997973,798.029453,230.1116359,0.998267293,745.8560226,223.1365607,1,793.5167894,217.3141918,0.999999762,654.9655988,211.7188437,1
567,893.4690571,203.7344213,1,850.9796268,214.8316371,0.999999881,816.9217513,217.9196577,0.778623521,747.0890533,222.3827024,0.999999762,792.5514371,228.4717272,1,659.9089383,212.0474287,0.992462158
568,893.4752191,203.7311487,1,850.9948905,214.7989976,0.999999881,816.8806148,217.8906851,0.78245461,747.0588595,222.400429,0.999999762,792.6453199,228.4356967,1,660.7844797,212.0507157,0.986254454
569,897.8631721,203.4144282,1,853.5677978,213.6977851,0.999999404,816.6228967,217.5992169,0.997665644,745.5698109,221.1364646,0.999985099,796.109673,225.8255723,1,658.4897674,210.9824808,0.318955719
570,897.8631721,203.4144282,1,853.5677978,213.6977851,0.999999404,816.6228967,217.5992169,0.997665644,745.5698109,221.1364646,0.999985099,796.109673,225.8255723,1,658.4897674,210.9824808,0.318955719
571,901.0067787,203.659482,1,852.3987917,214.0821311,0.999998927,818.9953597,216.5627708,0.999827862,742.7351291,221.8665322,0.999999762,801.0302408,216.733294,1,660.100582,210.2208594,0.043382876
572,900.9440923,203.6577334,1,852.3971624,214.0875201,0.999998927,818.9945183,216.5646777,0.999827504,742.7473609,221.8676529,0.999999762,801.0304534,216.731524,1,660.0902376,210.1596618,0.040598061
573,904.6418366,201.5025954,0.999934196,852.1828202,214.2976286,0.999999762,829.3341162,213.0398061,0.999999762,743.2186358,223.3604009,0.999999762,804.3742299,219.1825485,0.999999881,670.7199841,210.2184597,0.545469165
574,904.6418366,201.5025954,0.999934196,852.1828202,214.2976286,0.999999762,829.3341162,213.0398061,0.999999762,743.2186358,223.3604009,0.999999762,804.3742299,219.1825485,0.999999881,670.7199841,210.2184597,0.545469165
575,912.4377208,201.9470806,0.986518562,849.2891421,213.8629396,1,826.3106928,213.4103698,0.999999881,742.0343728,222.6434474,0.999999523,806.7111673,217.1242261,1,667.9182165,210.8922181,0.985583425
576,912.4438753,201.9458852,0.986545563,849.2872448,213.8620055,1,826.3097254,213.4102471,0.999999881,742.0305784,222.618875,0.999999523,806.7079463,217.1251731,1,667.9271311,210.8830682,0.985646784
577,917.647541,203.3477311,0.995039999,847.5328264,214.0289335,1,831.0846114,210.5754511,0.99999094,742.7074142,222.9043658,1,804.4043659,216.4553661,0.999999523,671.8477721,210.3323424,0.923651457
578,917.647541,203.3477311,0.995039999,847.5328264,214.0289335,1,831.0846114,210.5754511,0.99999094,742.7074142,222.9043658,1,804.4043659,216.4553661,0.999999523,671.8477721,210.3323424,0.923651457
579,920.6744833,202.4590321,0.979550958,848.3218322,213.4795842,1,831.482425,206.4535787,0.999930024,742.8645217,221.2041863,1,799.7037592,218.5171304,0.999999523,673.4975801,209.7809675,0.015536171
580,920.6763811,202.4638333,0.97920996,848.3789978,213.5137643,1,831.5205729,206.4682055,0.999927163,742.86132,221.2044245,1,799.7079701,218.5210352,0.999999523,673.6513603,209.7312982,0.014394596
581,922.3488293,200.8784943,0.10512495,846.6728516,214.5459771,1,844.4772652,204.9474411,0.99888438,744.4191861,217.7476439,0.999999404,798.6586442,217.8474765,1,697.5647492,207.6492658,0.093507476
582,922.3488293,200.8784943,0.10512495,846.6728516,214.5459771,1,844.4772652,204.9474411,0.99888438,744.4191861,217.7476439,0.999999404,798.6586442,217.8474765,1,697.5647492,207.6492658,0.093507476
583,920.9093781,200.1127949,0.233294204,846.2229109,213.3757963,1,854.9520962,200.9674258,0.999999285,749.5884264,215.4937801,0.999999881,798.838553,216.8834424,1,697.9311364,208.4128356,0.075563669
584,920.9063883,200.1133618,0.233208999,846.2223561,213.3741608,1,854.9525785,200.9698038,0.999999285,749.5834901,215.5039067,0.999999881,798.8392031,216.8891563,1,697.9046986,208.4002595,0.077621736
585,921.5202827,201.0931787,0.086409062,845.9486368,212.1031666,1,863.3744717,197.7302622,0.999999642,753.5910969,212.0953884,1,798.6660819,216.6671481,1,698.05002,208.0910029,0.796819091
586,921.5202827,201.0931787,0.086409062,845.9486368,212.1031666,1,863.3744717,197.7302622,0.999999642,753.5910969,212.0953884,1,798.6660819,216.6671481,1,698.05002,208.0910029,0.796819091
587,920.6949625,202.0599113,0.060561165,846.8382401,212.9061022,1,869.7312973,197.0125284,1,757.4944462,208.6873965,1,799.2057552,217.8299036,1,690.9892057,208.6646824,0.989598632
588,920.6867142,202.0628414,0.060400181,846.8446331,212.9152517,1,869.7252474,197.0091953,1,757.4966103,208.6885667,1,799.1923718,217.8411155,1,690.9574502,208.673034,0.98909992
589,918.9685984,202.6420227,0.080053531,847.0617881,213.3670769,1,879.7846785,197.8944178,1,763.1302605,205.1828623,0.999999762,799.0487471,218.345726,1,690.7893345,208.6054056,0.999055803
590,918.9685984,202.6420227,0.080053531,847.0617881,213.3670769,1,879.7846785,197.8944178,1,763.1302605,205.1828623,0.999999762,799.0487471,218.345726,1,690.7893345,208.6054056,0.999055803
591,915.6999049,198.9466045,0.340581596,846.6300027,212.9118223,1,886.1843436,197.7228785,1,770.7139978,204.1730199,0.65492028,798.7902014,217.6567228,0.999999881,692.1287192,210.1124344,0.999999404
592,915.7000189,198.9425514,0.342556477,846.6315427,212.9128351,1,886.181932,197.7215214,1,770.7140732,204.1722184,0.656224072,798.7894394,217.6553116,0.999999881,692.1247725,210.1104839,0.999999404
593,914.3704152,198.4284091,0.9553442,846.8493607,212.1783937,1,891.40128,196.8283292,1,837.9789906,209.6652412,0.021401495,799.5386684,218.8277421,0.999999881,691.6142915,210.2128489,0.999997258
594,914.3704152,198.4284091,0.9553442,846.8493607,212.1783937,1,891.40128,196.8283292,1,837.9789906,209.6652412,0.021401495,799.5386684,218.8277421,0.999999881,691.6142915,210.2128489,0.999997258
595,914.608747,198.0115168,0.991055846,845.6521912,212.7234325,1,896.1662426,197.8149248,0.999998212,827.6066433,211.3510321,0.013081098,799.8346231,219.0559764,1,690.7194493,209.4597325,0.998282552
596,914.5970106,198.0036271,0.991115332,845.6416,212.7021933,1,896.1731572,197.8197991,0.999998212,827.5833638,211.3489544,0.012838094,799.8203299,219.0858412,1,690.6345816,209.4773183,0.998543859
597,918.7037773,197.3665863,0.744668782,844.5250006,212.8325181,1,899.3657279,197.4113429,0.999999166,828.1159199,212.0423964,0.105293751,799.1927145,219.681983,1,686.9694822,208.3429871,0.999999404
598,918.7037773,197.3665863,0.744668782,844.5250006,212.8325181,1,899.3657279,197.4113429,0.999999166,828.1159199,212.0423964,0.105293751,799.1927145,219.681983,1,686.9694822,208.3429871,0.999999404
599,922.0607529,198.9436905,0.095175758,845.2120293,213.038043,1,903.5140762,200.1734109,0.961499453,828.2038181,212.0093072,0.073430374,798.9063675,218.5938849,1,688.1058517,205.9251487,1
600,922.2192888,199.0805373,0.106766872,844.8806139,213.0868502,1,903.212292,199.6675146,0.900866747,827.2621949,211.396588,0.163713738,798.8440936,218.588975,1,687.6975183,206.1432803,1
601,923.4921951,199.5733747,0.002632822,844.3874849,213.4532461,1,914.1426373,204.4684946,0.820739925,826.843145,210.9870708,0.681639016,799.116703,218.4044785,1,690.1580272,204.3461847,1
602,923.5016403,199.5424852,0.009224023,844.4073606,213.3783121,1,911.9956269,202.4353323,0.823498428,827.6054099,210.8657255,0.665802896,798.7838087,218.2977786,1,690.4488297,204.248971,1
603,924.3502598,200.4168987,0.00138435,844.3327541,214.0482025,1,914.6584711,206.1628814,0.146183178,829.4793713,211.4968498,0.805195808,798.3391843,218.4476585,1,691.1079044,202.2376781,1
604,924.3446903,200.4306126,0.001402339,844.3346871,214.047019,1,914.6592231,206.1771567,0.146363899,829.4832939,211.4981306,0.799183488,798.342485,218.4179621,1,691.1106033,202.2355542,1
605,924.6060905,200.5812397,0.000913794,843.2081016,214.0422325,1,916.5638618,211.0685416,0.059063151,828.0097802,211.6471756,0.999171257,798.6538403,218.9811063,1,693.6703702,199.962075,1
606,924.4461861,200.4867878,0.000738025,843.3433989,214.1740456,1,916.4345789,211.1038491,0.0545361,828.1365603,211.5726444,0.998925745,798.5982025,218.8542595,1,693.7325101,199.9954588,1
607,923.7509327,200.7229314,0.002886478,843.1456763,214.2933331,1,917.7251701,210.9031985,0.170948505,828.2061199,211.5774478,0.999845266,797.2673771,218.678441,1,696.0580463,198.4552727,1
608,923.7065601,200.8351583,0.004453228,843.16387,214.2952385,1,917.5157394,211.1647137,0.114037186,828.2276358,211.5849381,0.999858499,797.259295,218.7225752,1,696.034862,198.4597492,1
609,923.0066385,203.3249933,0.003047873,844.5384798,213.1567501,1,916.5022507,212.064412,0.149440259,829.4212226,212.2370749,1,797.5953642,218.3999472,1,699.8285117,197.3982162,1
610,923.0066385,203.3249933,0.003047873,844.5384798,213.1567501,1,916.5022507,212.064412,0.149440259,829.4212226,212.2370749,1,797.5953642,218.3999472,1,699.8285117,197.3982162,1
611,924.6264668,203.7693881,0.001408737,842.5954981,212.3719442,1,850.9786075,211.368299,0.251205623,831.1101482,212.7054062,1,798.093724,217.1069131,1,703.2211728,195.8777037,1
612,924.4209595,204.1500113,0.002918933,842.7410846,212.3939716,1,850.8814142,211.4640897,0.431554347,831.0551054,212.7517681,1,798.0042791,217.1082973,1,703.2231703,195.8230495,1
613,923.5741119,203.4754977,0.001981984,842.2707548,213.4374647,0.999999881,851.9268395,213.3592196,0.587836921,831.4834776,213.2631712,1,798.4285645,216.20994,1,706.5331016,193.8637247,1
614,923.5741119,203.4754977,0.001981984,842.2707548,213.4374647,0.999999881,851.9268395,213.3592196,0.587836921,831.4834776,213.2631712,1,798.4285645,216.20994,1,706.5331016,193.8637247,1
615,923.3353872,203.3103428,0.002835213,843.5962334,213.1735555,0.999999762,853.3175037,212.8865138,0.577156544,833.2474458,212.1891947,1,798.5599053,215.265707,1,710.5102885,191.9196284,1
616,923.2783575,203.2792177,0.002563536,843.5196863,213.062693,0.999999642,853.3721211,212.8331711,0.481464177,833.4648833,212.7682848,1,798.6774068,215.2720032,1,710.5099378,191.9098918,1
617,923.7892675,201.7166834,0.00096042,845.3209532,212.3171791,0.999991179,852.9122992,213.7927642,0.313806325,834.8665324,211.8648567,1,799.5210757,213.9756792,1,713.4555888,190.4518251,1
618,923.7892675,201.7166834,0.00096042,845.3209532,212.3171791,0.999991179,852.9122992,213.7927642,0.313806325,834.8665324,211.8648567,1,799.5210757,213.9756792,1,713.4555888,190.4518251,1
619,922.2414551,203.0555301,0.000416591,848.86199,212.3802554,1,916.5873594,214.8189149,0.00870728,836.2181299,211.8114047,1,803.0857924,211.4035187,1,716.4764171,188.5932779,1
620,921.9162226,203.1875857,0.000484539,848.8189678,212.3969131,1,855.8219616,211.1814293,0.008051882,835.9723882,211.8897491,1,800.9648728,212.0851615,1,716.4568507,188.5758963,1
621,922.9076939,202.3252394,0.000176967,854.6438556,210.9656479,1,865.220932,210.0129751,0.066947408,837.735417,213.2872629,1,802.6040096,209.4474483,1,719.655993,186.9652567,1
622,922.9076939,202.3252394,0.000176967,854.6438556,210.9656479,1,865.220932,210.0129751,0.066947408,837.735417,213.2872629,1,802.6040096,209.4474483,1,719.655993,186.9652567,1
623,921.0710239,202.2719427,0.000221686,857.6634507,209.6469884,0.999999166,864.5044477,206.5709829,0.994819105,836.8095357,213.5782194,1,804.9060242,206.1826134,1,722.0620756,184.9774823,1
624,921.0720472,202.2664281,0.000220745,857.6644669,209.6487703,0.999999166,864.5042708,206.5702581,0.994831383,836.8114465,213.5782709,1,804.9060163,206.1819944,1,722.0583344,184.9770489,1
625,918.4917164,210.6392469,0.00033915,875.3240315,207.6879959,0.999991655,872.9426146,204.2140528,0.997103512,835.8427655,212.1867723,1,810.2343597,202.4257345,1,725.3089375,183.2613583,1
626,918.4917164,210.6392469,0.00033915,875.3240315,207.6879959,0.999991655,872.9426146,204.2140528,0.997103512,835.8427655,212.1867723,1,810.2343597,202.4257345,1,725.3089375,183.2613583,1
627,917.7547779,211.0177755,0.000585348,908.0464611,208.0176029,0.501560867,877.1198987,209.2214077,0.999999762,835.0847623,212.8693647,1,816.0190263,199.5512402,1,728.0550752,181.8333359,1
628,917.7487288,211.0050955,0.000584886,908.0172311,208.0177088,0.475147516,876.9705988,209.1168618,0.999999762,835.1031556,212.8851891,1,816.0243087,199.5542078,1,728.0566778,181.8380518,1
629,902.6288614,202.1115314,0.000904721,889.4257979,207.2311068,0.911203742,881.3423109,208.0920699,0.99955231,834.0020896,212.7992077,1,820.5050497,201.2388048,0.999991655,731.3203974,181.035943,1
630,902.6288614,202.1115314,0.000904721,889.4257979,207.2311068,0.911203742,881.3423109,208.0920699,0.99955231,834.0020896,212.7992077,1,820.5050497,201.2388048,0.999991655,731.3203974,181.035943,1
631,918.616643,203.0000609,0.001472226,900.2483506,205.7232378,0.986435235,887.4634125,206.6329775,0.999956489,831.7393153,212.5691915,1,830.2698524,203.0203891,0.951927185,734.5213094,180.0364532,1
632,918.6223249,202.9986191,0.001473335,900.2501297,205.7248107,0.986234426,887.4635561,206.6351247,0.999956369,831.737741,212.5694359,1,830.2664189,203.0181985,0.951750696,734.521306,180.0460358,1
633,917.606555,209.3865852,0.000205123,909.4559314,206.9734528,0.855786562,890.0543737,206.1377263,0.015607256,831.7747221,213.7476225,1,838.512748,198.9252412,0.99477011,737.4059458,179.681006,1
634,917.606555,209.3865852,0.000205123,909.4559314,206.9734528,0.855786562,890.0543737,206.1377263,0.015607256,831.7747221,213.7476225,1,838.512748,198.9252412,0.99477011,737.4059458,179.681006,1
635,918.5029392,210.4504652,0.000166536,915.5039048,206.9078121,0.423049629,887.2556174,204.7399704,0.013072962,831.156733,213.8967953,1,846.0378032,197.7339163,0.985701442,740.5457187,179.3647246,1
636,918.5094891,210.4475431,0.000166934,915.5223107,206.8877397,0.417509407,887.296783,204.7226304,0.013582214,831.2294486,213.8615932,1,846.0741551,197.6722276,0.986405671,740.5759844,179.3718166,1
637,917.8142576,209.2898693,0.000212693,915.1348763,206.4811611,0.414169818,886.6965528,201.6858482,0.006935931,830.9718249,213.5339556,1,853.0154179,198.5466111,0.568890214,743.6660092,178.7018766,1
638,917.8142576,209.2898693,0.000212693,915.1348763,206.4811611,0.414169818,886.6965528,201.6858482,0.006935931,830.9718249,213.5339556,1,853.0154179,198.5466111,0.568890214,743.6660092,178.7018766,1
639,918.4337502,209.7985229,0.000123106,919.8216381,206.2196445,0.005139865,915.388792,209.4119523,0.029502716,832.4523811,212.6545448,1,868.0252145,198.3145096,0.998390198,748.0138941,177.9073472,1
640,918.471447,209.8880978,0.000120035,919.8183136,206.2626333,0.005059583,915.3546443,209.4466214,0.029227344,832.5227575,212.6549854,1,868.0497541,198.3758204,0.998124778,747.9376063,177.9677043,1
641,918.3174305,210.2289314,0.000163737,916.8081007,199.7167253,0.001687743,914.374959,209.0235872,0.73949486,833.784189,212.8451986,1,875.8339035,200.6697545,0.999979138,751.8984218,177.2721939,1
642,918.3174305,210.2289314,0.000163737,916.8081007,199.7167253,0.001687743,914.374959,209.0235872,0.73949486,833.784189,212.8451986,1,875.8339035,200.6697545,0.999979138,751.8984218,177.2721939,1
643,917.4253178,210.4757204,0.000331509,917.8567696,202.9182835,0.011789638,913.7154121,208.1977651,0.930493891,832.3472567,213.011378,1,881.6908545,200.3176842,0.999513388,756.3820923,177.1481175,1
644,917.4581976,210.4547396,0.000303344,917.9573812,202.9703407,0.011046612,913.7840967,208.234225,0.928580105,832.5084348,213.0196348,1,881.6505828,200.3513362,0.999476731,756.3667022,177.2868209,1
645,916.6652431,210.9734783,0.000343577,914.4338155,210.2867162,0.002321003,914.0977421,206.8702016,0.970826387,832.0744925,213.0513735,1,888.3615208,202.1787561,0.999960423,760.5901394,176.5504384,1
646,916.6652431,210.9734783,0.000343577,914.4338155,210.2867162,0.002321003,914.0977421,206.8702016,0.970826387,832.0744925,213.0513735,1,888.3615208,202.1787561,0.999960423,760.5901394,176.5504384,1
647,916.1101313,211.4397011,0.000127664,916.2112017,212.3174191,0.00075367,915.2803993,208.5937016,0.638533652,831.2016578,212.7515068,1,897.8728623,204.2518629,0.999990106,765.7479721,176.1917052,1
648,916.1116352,211.4280577,0.000127326,916.1998959,212.3094316,0.00075752,915.2723789,208.5962553,0.642899692,831.4008393,212.6574097,1,897.8324146,204.2286007,0.999990344,765.58994,176.2590871,1
649,911.5065975,212.0990944,8.27E-05,838.4189901,212.375107,0.000550649,915.0811076,214.3271232,0.012117948,831.752974,212.8308687,1,906.3594999,207.7313769,0.999901772,770.4981194,175.7087255,1
650,911.5065975,212.0990944,8.27E-05,838.4189901,212.375107,0.000550649,915.0811076,214.3271232,0.012117948,831.752974,212.8308687,1,906.3594999,207.7313769,0.999901772,770.4981194,175.7087255,1
651,776.2600307,174.0556273,0.000151115,838.3131781,212.2343432,0.001719972,916.3380785,213.2419291,0.007944677,833.4376175,212.6850471,1,908.2599173,206.8600035,0.996009469,775.2227726,175.1688645,1
652,776.2839375,173.9772553,0.000159412,838.3172684,212.2350061,0.00172234,916.3346596,213.2428761,0.007940665,833.438349,212.6818743,1,908.2518682,206.8679371,0.995998502,775.2608767,175.1030967,1
653,777.8649654,169.522675,9.79E-05,838.4323549,212.2749954,0.001711892,918.4431639,213.9836483,0.002017081,834.0493572,212.5184956,1,918.5745268,211.1683202,0.542660475,780.728055,173.4876209,1
654,777.8649654,169.522675,9.79E-05,838.4323549,212.2749954,0.001711892,918.4431639,213.9836483,0.002017081,834.0493572,212.5184956,1,918.5745268,211.1683202,0.542660475,780.728055,173.4876209,1
655,836.5500498,202.110867,3.54E-05,839.1460867,211.9203993,0.001226467,919.2283468,213.4284997,0.000539993,834.5407982,213.1049643,1,919.2757616,211.0121836,0.060594182,784.4486573,173.4906416,1
656,836.5428925,202.1277914,3.53E-05,839.130496,211.9169328,0.001240721,919.2734499,213.4848118,0.000533565,834.5377349,213.1034985,1,919.2507267,211.0154091,0.060062602,784.4657142,173.5047197,1
657,790.8017797,171.2112923,5.39E-05,844.731488,212.11936,0.003440693,919.5327625,213.6889205,0.000428389,836.0614067,213.4427919,1,919.7161303,210.7900233,0.035811916,788.6392222,173.0222235,1
658,790.8017797,171.2112923,5.39E-05,844.731488,212.11936,0.003440693,919.5327625,213.6889205,0.000428389,836.0614067,213.4427919,1,919.7161303,210.7900233,0.035811916,788.6392222,173.0222235,1
659,793.6226263,170.9039441,0.000115604,842.6954379,213.0824105,0.008738765,922.7463083,208.8765695,0.00014475,836.6261316,214.0337658,1,920.2060585,208.2126732,0.008005717,791.7217598,172.9720001,1
660,793.2214537,171.1659532,0.000120495,845.5504245,212.3521194,0.005881094,922.2178621,207.804692,0.000152872,836.6525797,213.9209194,1,920.2587023,208.3827443,0.008115822,791.5968931,173.2903279,1
661,793.4750729,171.0241061,0.000184009,842.4316511,212.9866143,0.010003947,921.7113447,206.5587339,0.00025841,835.1209865,214.4875917,1,831.7675049,212.1026888,0.004576696,795.3317197,173.9264555,1
662,793.4750729,171.0241061,0.000184009,842.4316511,212.9866143,0.010003947,921.7113447,206.5587339,0.00025841,835.1209865,214.4875917,1,831.7675049,212.1026888,0.004576696,795.3317197,173.9264555,1
663,850.0797558,202.4726563,5.89E-05,842.6587524,212.8736169,0.016066689,920.7883701,206.1720822,0.000344414,835.8935828,214.4792461,1,831.814507,211.7030535,0.005145439,798.7438557,174.4925725,1
664,850.0727825,202.4947101,5.85E-05,842.7003331,212.8730987,0.015640015,920.7959328,206.1548896,0.000339339,835.9181447,214.4974697,1,831.8430557,211.7258286,0.005021288,798.730675,174.4716341,1
665,912.3005314,192.8863463,6.22E-05,841.8558073,213.070751,0.059947789,919.9853964,206.7170529,0.00044997,835.433619,214.2356498,1,831.1570754,211.5742264,0.006029889,801.4679105,175.9075143,1
666,850.260716,202.3419331,3.59E-05,841.9240251,213.0669829,0.054552365,920.8911858,206.8452935,0.000304111,835.449769,214.2526839,1,831.051971,211.6451287,0.006255942,801.8404336,175.8075447,1
