coords,Snoutx,Snouty,LFLx,LFLy,RFLx,RFLy,LHLx,LHLy,RHLx,RHLy,Tailtipx,Tailtipy
189,275.6416302,204.5104275,231.5576587,214.8250506,182.9981174,201.6601958,135.2068458,214.4621289,157.2679051,213.0642308,51.01802188,190.6817846
190,275.5053926,204.3154068,231.6634707,214.7484045,182.8610837,201.7093391,135.2115002,214.4309161,157.6688989,212.9345227,51.0097084,190.6531792
191,277.7718889,205.3982687,231.5663629,215.6160476,190.3705053,201.9196286,135.3087955,214.3179286,156.8066414,213.8412642,51.74510306,190.4265718
192,277.8615779,205.2826309,231.7516947,215.4312055,190.3529091,201.998292,135.221082,214.329915,156.8242532,213.8800255,51.81604373,190.3506279
193,280.3707452,205.6296225,231.2884855,216.0173125,197.1181211,201.784688,136.6494145,213.1540203,156.2761081,214.1064515,53.0413698,190.8113241
194,280.2083206,205.4314699,231.3141811,216.2543836,197.3872061,201.2263126,136.7342234,213.3741045,155.945389,213.9722282,53.0033958,190.9348307
195,283.6053608,205.1727533,230.8737485,216.4067163,203.8037977,201.6884503,135.6897235,214.0109112,155.9015747,214.2494442,54.87009048,191.0923882
196,283.6044585,205.1574574,230.862699,216.391274,203.7976422,201.6199336,135.6729794,213.9684,154.9867029,213.8804357,54.9880302,191.0207167
197,287.0985804,205.1227436,230.7758062,216.7777538,213.733964,201.9321289,135.3101563,212.1180115,155.227406,214.3675816,57.13082314,191.0006237
198,287.0985804,205.1227436,230.775806,216.7777543,213.733964,201.9321289,135.3101563,212.1180115,155.227406,214.3675816,57.13082314,191.0006237
199,290.223863,205.2975931,230.0168617,215.9117343,224.4451261,201.4203639,137.7717543,212.6294171,156.7883197,214.9331264,59.78007126,191.0621018
200,290.2178392,205.2585211,230.1864641,215.9682264,224.5953679,201.3471026,137.7855625,212.6654238,156.7358989,214.9620438,59.64732838,191.124619
201,292.5051772,205.9924927,232.2057266,214.6067829,230.5276313,202.0766807,139.391485,211.4742451,156.5170782,214.8544705,62.27786255,191.5508232
202,292.5051772,205.9924927,232.2057266,214.6067832,230.5276313,202.0766807,139.391485,211.4742451,156.5170782,214.8544705,62.27786255,191.5508232
203,293.9535645,206.0651121,232.2624922,213.802227,239.3913302,203.1440477,139.3483993,211.464696,152.51472,214.9555285,64.02841806,191.4293492
204,293.9592407,206.0730104,232.3198028,213.7678883,239.5328705,202.9720969,139.2744409,211.391529,152.4606175,214.9114218,64.03504372,191.4112744
205,295.8301229,206.2225885,231.2388163,214.6302681,245.1736788,202.7720385,140.1023864,209.3465934,154.996335,214.9368556,65.0945704,191.1107054
206,295.8301229,206.2225885,231.2388163,214.6302681,245.1736788,202.7720385,140.1023864,209.3465934,154.996335,214.9368556,65.0945704,191.1107054
207,299.6018918,205.9539871,230.9244871,215.3738644,254.7839196,205.1654062,145.9515128,211.1757765,155.3148437,214.8152175,67.24253833,190.5781021
208,299.5627412,205.9442329,230.931,215.3825006,254.8014739,205.1750507,145.9428182,211.199841,155.2035584,214.7820685,67.26840281,190.6870594
209,302.3903232,205.7555332,230.5873854,215.1016362,261.6951427,206.6956861,225.5871649,213.9052448,155.8328571,215.4546785,69.90073895,189.9918737
210,302.2125039,205.7141438,230.4957538,215.1371093,260.1400083,207.5613871,225.4293413,213.842494,155.7808571,215.3523815,69.84763384,189.9099169
211,305.603219,205.3389378,230.9949572,215.4389105,264.0467119,208.9128184,224.9641247,212.6766749,155.9217916,215.7367182,72.84014463,190.2002144
212,305.6092792,205.3415298,231.0372174,215.3388281,264.042336,208.9140439,224.9197512,212.6578621,155.9338503,215.7125823,72.83941746,190.1982861
213,308.2294734,205.5185814,231.0525708,215.518281,266.9280219,212.1008787,224.6075268,212.4774243,156.1481915,216.1707687,76.67693889,190.3773069
214,308.1840014,205.5580206,231.0779288,215.5265903,266.9161458,212.073,180.6013618,209.1238737,156.132226,216.0613894,76.54717863,190.2571707
215,310.3766079,205.8300619,231.2151952,215.1221972,268.1663037,213.6052265,195.1637145,205.8749737,155.1561594,215.8917046,80.23303747,190.5456147
216,310.3752398,205.8603659,231.2280564,215.1230249,268.1835945,213.6071539,195.2935141,205.8530163,155.1640019,215.8967638,80.21283054,190.556284
217,312.2872453,205.517436,230.1682177,215.1731596,268.0453968,214.4881268,203.816498,203.5179677,155.5938573,215.9057829,82.23667789,190.225153
218,312.2872453,205.517436,230.1682177,215.1731596,268.0453968,214.4881268,203.816498,203.5179677,155.5938573,215.9057829,82.23667789,190.225153
219,316.1789336,204.5481806,230.9887154,215.0598049,268.3281486,214.4472513,211.0854683,203.4392366,155.7882857,215.9549782,85.86784661,187.8966975
220,316.1789991,204.547718,230.9786804,215.0494518,268.3282728,214.4450493,211.0814104,203.4368582,155.7845807,215.9504628,85.87371075,187.8883138
221,319.6674516,203.5555243,231.8267734,214.2513921,267.5121474,214.8121405,218.7375098,204.8487892,156.0731745,215.6420898,89.32502794,186.3211708
222,319.6674516,203.5555243,231.8267734,214.2513921,267.5121474,214.8121405,218.7375098,204.8487892,156.0731745,215.6420898,89.32502794,186.3211708
223,322.7292345,203.6129622,233.1742816,213.1796674,267.4370727,214.9429293,225.5584264,206.5995369,155.9942045,215.3637166,92.8668642,184.0475688
224,322.7124939,203.6085911,233.1644678,213.1738882,267.4223149,214.9683123,225.5540214,206.5926073,155.9988432,215.3653989,92.86723328,184.0488639
225,325.5141155,204.0410604,236.9181506,212.2071711,267.0354081,215.3668909,230.8751194,211.2281566,155.6423349,215.1485868,96.40096712,183.2908041
226,325.5141152,204.0410604,236.9181506,212.2071711,267.0354081,215.3668909,230.8751194,211.2281566,155.6423349,215.1485868,96.40096712,183.2908041
227,328.4811206,204.6006508,239.3686938,213.1484149,267.3562392,214.9435329,231.2804053,211.0867801,154.5367699,214.8717864,98.72902787,182.5799856
228,328.4827847,204.6026726,239.3693247,213.1479515,267.3565208,214.9439468,231.2797372,211.086175,154.538147,214.8726604,98.73996699,182.5815983
229,330.945724,204.2061853,241.1988518,212.61329,267.5400789,215.4964495,230.7648685,212.519598,154.5609107,214.8758194,102.0811436,182.1250505
230,330.945724,204.2061853,241.1988518,212.61329,267.5400789,215.4964495,230.7648685,212.519598,154.5609107,214.8758194,102.0811436,182.1250505
231,335.2773433,202.5669541,243.4831504,211.6021481,267.9676701,215.5828705,231.1610396,212.4485331,155.0891767,214.4903045,104.3443627,181.5048529
232,335.2767382,202.5654869,243.479032,211.6014496,267.9653484,215.5823689,231.1556435,212.4485703,155.0913658,214.4948399,104.714684,181.4590731
233,338.6025329,201.3508968,253.0776089,210.5315945,267.6428778,215.9498558,232.9356375,212.1646957,156.9209756,212.7066966,107.4188311,181.0813656
234,338.6025329,201.3508968,253.0776089,210.5315945,267.6428778,215.9498558,232.9356375,212.1646957,156.9209756,212.7066966,107.4188311,181.0813656
235,341.816727,201.5424795,261.4351825,208.3262963,268.0044212,216.5047703,234.6718035,212.2189655,162.3233,209.3038888,110.7122235,180.01074
236,341.816947,201.543992,261.4288149,208.3256168,268.0061378,216.5077438,234.6756811,212.2232809,162.3242445,209.3045845,110.7083502,180.0128198
237,344.3663173,201.5425839,272.5733809,208.4492369,267.6128025,217.6038523,235.3799131,212.6977491,175.6627162,202.9278898,112.1037536,180.3934727
238,344.3663173,201.5425839,272.5733809,208.4492369,267.6128025,217.6038523,235.3799131,212.6977491,175.6627162,202.9278898,112.1037536,180.3934727
239,346.5245733,201.1942258,274.3912497,208.1491122,267.7780371,217.6229749,234.8198113,213.8381605,189.5437384,199.4371085,114.1559005,181.7587233
240,346.5472054,201.2851105,273.9924273,208.3491168,267.853703,217.8577485,234.9247074,213.8273058,189.4783764,199.6308637,114.0825057,181.9258041
241,349.805665,200.9738212,271.4520195,209.464566,267.7117858,217.5414996,234.7309445,214.5185728,201.6877189,201.8785524,116.6412416,183.3370047
242,349.8561621,201.1990485,275.7582269,209.6137691,267.4406304,217.5994277,234.6974831,214.517272,201.6130667,201.8872218,116.5659918,183.2446051
243,353.0516362,200.6470613,276.0246849,210.9168644,266.9841337,217.4730568,234.3079023,214.1922941,214.2440817,204.137188,118.344564,184.01337
244,353.0312142,200.6641335,275.9886165,210.9926105,266.9419689,217.4757462,234.2368929,214.2700672,214.3077395,204.1512403,118.3871467,184.007575
245,357.0282087,201.1957893,334.3003013,208.3241377,267.8739858,217.2556062,235.3567238,215.7636044,228.9936743,206.6836815,120.5145822,185.0219946
246,357.0282087,201.1957893,334.3003013,208.3241377,267.8739858,217.2556062,235.3567238,215.7636044,228.9936743,206.6836815,120.5145822,185.0219946
247,359.0752721,201.9665084,330.2170334,211.8378525,267.835557,217.6240478,238.1504216,211.757523,239.0304642,211.2833514,123.4078403,185.1817875
248,359.1019893,201.9508648,332.6676424,211.0268016,267.8832612,217.6142426,238.2778521,211.5648555,239.4781177,210.2400469,123.331254,185.1166973
249,362.0051947,203.1371827,331.0541143,212.9138432,268.4105778,216.9390535,243.2093925,210.7384348,240.9764862,211.1615879,125.6304295,186.0094528
250,361.9167705,202.9278054,331.3071637,212.7962341,268.5346966,217.2892289,244.6726515,210.0364345,239.6762028,211.3729413,125.7493823,185.8240299
251,364.5388771,203.4076633,329.0964732,214.536046,266.1898279,216.6036763,234.2567081,212.9825392,257.3455272,209.871891,129.016129,185.7870722
252,364.6393688,203.443615,328.6163225,214.6319673,266.1805654,216.5545211,234.3120065,212.8639078,257.2723737,209.8187518,129.0356436,185.7688203
253,367.520932,204.1571913,330.3786168,214.2268562,265.5751629,215.9768004,234.600718,212.2377663,259.7865184,211.4600875,132.8945352,185.9315457
254,367.5254488,204.2200422,330.0916482,214.5707922,265.7081923,216.0616088,234.324769,212.7286568,259.7042617,211.6522846,132.7993524,186.1087542
255,370.9302858,204.9689054,330.1431396,214.6690111,266.5697989,214.4773293,235.1817098,212.2919636,260.5901831,212.0739758,135.8191836,186.2538395
256,370.9237722,204.9754381,330.1418488,214.7201443,266.6500435,214.4131889,235.1868191,212.2365055,260.7547323,212.0542563,135.8482306,186.3007541
257,373.7787108,204.6310968,330.4118899,214.9932947,270.4008093,213.4859638,234.3436975,212.1956873,261.569878,212.3351183,137.8712254,185.8381953
258,374.0513473,204.6470909,330.3124959,215.2270908,270.515512,213.4649734,234.4505643,212.1511946,261.7858834,212.3885288,137.8404632,185.9403887
259,377.6935267,204.2257328,330.5016097,214.4526243,274.9318194,209.5554023,235.1034656,212.321104,263.7180367,213.1327448,140.5480556,185.1932702
260,377.691659,204.2255106,330.5176429,214.458909,274.9346033,209.5577521,235.10356,212.3204336,263.7200601,213.1339464,140.5478354,185.1932325
261,382.0466518,204.3493547,329.9726887,213.5247322,286.9207425,201.2032142,234.01393,213.4316816,265.5365334,214.7270238,142.4084191,185.8356047
262,382.1267493,204.3321066,329.8442211,213.4649944,286.4712088,201.371891,233.6472859,213.5203314,265.4500976,214.6103401,142.3547831,185.7111483
263,385.24541,203.8601718,328.8527675,212.7700884,295.3261364,199.1264431,235.9723116,213.5854664,266.2181759,214.9390106,144.7354407,185.957922
264,385.1952481,203.8987308,328.8534241,212.8507491,295.2825778,199.1049881,235.9201616,213.5236645,266.2225862,214.9828408,144.7587075,185.9733315
265,387.8018826,203.7204514,330.8025031,214.6887772,306.6501317,198.061367,235.8810518,212.595541,266.7003293,214.3695285,147.4139986,186.0165644
266,387.8018826,203.7204514,330.8025031,214.6887772,306.6501317,198.061367,235.8810518,212.595541,266.7003293,214.3695285,147.4139986,186.0165644
267,390.2868185,203.7623549,329.5621018,214.7712665,320.8701229,200.2061162,236.7506272,212.6982784,265.4406781,214.663276,150.6274047,186.64852
268,390.2862108,203.763473,329.5601411,214.7730556,320.8661914,200.2074356,236.7485756,212.6998196,265.4394345,214.6613493,150.6336706,186.6467919
269,392.2857704,203.7563791,330.0953541,214.5026968,329.9910388,199.719877,239.7561259,212.301624,263.288862,215.7797418,153.6769714,187.7808809
270,392.2857704,203.7563782,330.0953541,214.5026968,329.9910388,199.719877,239.7561259,212.301624,263.288862,215.7797418,153.6769719,187.7808809
271,395.0256453,203.6171088,330.3799424,213.2475418,340.0070964,199.2508812,241.5759497,208.6247334,262.5075767,215.5150292,155.8680849,189.1988888
272,395.0279841,203.6161804,330.3721752,213.247383,340.0075303,199.2491856,241.5757132,208.6235445,262.5009899,215.5079453,155.8728017,189.1952066
273,397.742165,203.5922112,330.0103087,214.3150995,349.0076683,198.9827125,242.6098505,203.4327312,263.2580326,214.9311993,159.6988671,190.1763277
274,397.742165,203.5922112,330.0103087,214.3150995,349.0076683,198.9827125,242.6098505,203.4327312,263.2580326,214.9311993,159.6988671,190.1763277
275,399.993695,203.8723078,329.4333329,215.2736359,362.009048,202.1758251,248.7311249,202.0079446,263.1493556,214.4703982,163.1784396,190.3181248
276,399.9960318,203.8703685,329.4312887,215.2734821,362.0096545,202.1760821,248.734611,202.0119963,263.1503801,214.4745417,163.1761851,190.3181944
277,401.9536948,203.906209,329.6551948,215.4304554,367.4598005,205.0743952,324.0670853,212.7117763,264.3724427,214.3686082,167.1853712,190.361002
278,401.9536948,203.906209,329.6551948,215.4304554,367.4598005,205.0743952,324.0670853,212.7117763,264.3724427,214.3686082,167.1853712,190.361002
279,404.3490342,204.1956873,329.9427419,215.6081648,372.5147123,207.8379765,324.0999179,212.704689,264.357295,214.7571952,169.7191808,190.39396
280,404.3489142,204.1951246,329.9434195,215.6077616,372.5144596,207.837636,324.1020851,212.706285,264.3603702,214.7581921,169.7322557,190.3942661
281,407.004324,204.1453152,330.6555033,214.7990062,372.8443388,210.6444259,291.4969817,209.4468837,264.2447276,214.9732556,172.7734029,189.8186731
282,407.004324,204.1453152,330.6555033,214.7990062,372.8443388,210.6444259,291.4969817,209.4468837,264.2447276,214.9732556,172.7734029,189.8186731
283,409.765192,203.4899344,330.8610979,213.9001627,372.4416227,212.2994175,298.7059475,203.4403634,264.1460524,214.3669631,176.0364761,189.3466501
284,409.7651615,203.4907169,330.8616766,213.9080563,372.4411154,212.3012772,298.7070389,203.4425778,264.1471653,214.3706727,176.0378346,189.3441544
285,412.31408,203.313086,328.9781156,213.8766947,372.9945139,213.1423416,306.3005939,203.1854591,263.652652,213.9233036,180.1862031,187.4702854
286,412.31408,203.313086,328.9781156,213.8766947,372.9945139,213.1423416,306.3005939,203.1854591,263.652652,213.9233036,180.1862031,187.4702854
287,416.0957017,203.3559341,329.3436971,214.34747,373.562344,213.629653,314.7520514,203.8638411,263.5563593,214.7752671,183.3733053,186.4315934
288,416.0948696,203.3539872,329.3439941,214.3452103,373.5629667,213.6318779,314.7495577,203.8638091,263.5580578,214.7765913,183.3744068,186.4299412
289,418.6236329,203.2460198,330.2914343,213.4990475,374.277693,213.6829119,321.5131838,203.9707766,263.8788939,214.9363589,187.3455806,185.5839124
290,418.6236329,203.2460198,330.2914343,213.4990475,374.277693,213.6829119,321.5131838,203.9707766,263.8788939,214.9363589,187.3455806,185.5839124
291,420.7093138,203.1083956,332.0051497,213.0126112,374.0439029,213.6973448,326.2285268,207.1911926,263.9024353,214.96138,190.1654422,184.7769256
292,420.7086366,203.1088915,332.0049948,213.0133734,374.0424452,213.6964035,326.2276351,207.1911783,263.9029031,214.9621108,190.1650324,184.7782292
293,423.5896676,203.2640471,335.1887736,215.4281349,373.7383499,214.0840406,328.0394111,209.7536221,264.2322159,215.0158679,194.2814794,185.0599103
294,423.5896676,203.2640471,335.1887741,215.4281349,373.7383499,214.0840406,328.0394111,209.7536221,264.2322159,215.0158679,194.2814794,185.0599103
295,426.3967514,202.7898984,336.3961215,215.6969917,373.8273587,213.6211872,328.1247754,210.0220985,264.009582,215.0087159,198.1079249,185.1229329
296,426.3956037,202.7917042,336.3961041,215.6967757,373.8283304,213.6215029,328.1251493,210.0217304,264.0096664,215.0085552,198.1075974,185.1226783
297,430.2442393,202.6462059,340.8089195,212.7272514,373.5640674,213.3697195,330.5462415,211.5483809,264.2778053,215.2863576,201.7037377,185.4803648
298,430.3411596,202.6508837,341.0377682,212.5209791,373.5010161,213.6324644,330.8996006,211.6633735,264.1536436,215.1219974,201.9574466,185.5461454
299,433.5990653,202.8247671,346.305226,208.2477994,374.1838408,213.2081051,332.8308436,212.2938919,264.5214257,214.6872365,203.8678045,186.2643199
300,433.7559943,202.7920284,347.273919,208.4257431,374.129607,213.3106937,332.7541388,212.3857059,264.732048,214.5579226,203.7891216,186.3611627
301,436.3682671,202.9267602,352.8991909,207.4349835,374.3443656,214.2066765,332.6011143,211.5762253,265.601244,212.0425272,208.0327039,186.6452966
302,436.2087288,202.8759131,353.6837914,207.8193429,374.3183379,213.9309511,332.6402939,211.8749194,265.226069,213.0128361,208.0230894,186.5814729
303,438.0966721,203.6397576,355.6110913,208.0914381,373.8768532,214.8625793,332.5227162,211.9614387,268.7386659,210.2186089,210.4305778,186.5521579
304,438.1196747,203.6333456,355.7261774,208.0779173,373.8390069,214.8610086,332.5703571,211.9877987,268.747143,210.1974058,210.4666462,186.5254874
305,441.1295252,203.094933,378.8815471,204.8193475,373.0533904,215.8909206,334.8813434,213.2204189,275.0949286,206.6924028,214.05318,186.3218207
306,441.1295252,203.094933,378.8815471,204.8193475,373.0533904,215.8909206,334.8813434,213.2204189,275.0949286,206.6924028,214.05318,186.3218207
307,443.4139743,202.3334117,389.2740922,201.7621222,374.257776,216.4345255,334.5338154,213.713212,285.5482745,200.0488143,216.5894475,186.6452355
308,443.4208651,202.316433,389.3058034,201.7902207,374.2204654,216.4167118,334.6662695,213.6893377,285.8141432,199.5794775,216.3582091,186.6636996
309,446.4197335,201.2575788,385.8429339,203.9424196,373.6393846,216.4497213,334.0571914,213.2798252,296.1303864,197.4576864,219.4507523,187.9928069
310,446.4467933,201.1764679,386.4164456,203.9095374,373.4812934,216.3346272,334.0264723,213.3589554,296.1476789,197.6120262,219.3847666,188.0242023
311,449.7553592,200.4982963,381.6922376,205.7286277,373.677223,216.3752985,334.4122577,213.6927185,306.2940031,197.9542513,220.9350604,188.6205492
312,449.7969527,200.4998446,381.7880514,205.6930332,373.6852441,216.3858757,334.5013123,213.9236193,306.1482458,198.1318979,220.9214718,188.6566668
313,452.0330232,200.205287,382.2967725,206.0289278,374.1209588,216.4821434,333.5029584,214.2699528,321.65556,199.3445408,223.7572424,189.9143124
314,452.1639018,200.2258682,382.1853385,206.1370263,373.8394448,216.3555641,332.8856311,214.3409519,320.7619586,198.6777301,223.7896955,189.6833191
315,455.2144251,199.1293287,434.6179276,207.0063612,374.0267711,214.9987593,333.328267,214.3739178,330.7831496,201.5523448,226.531193,190.2026949
316,455.1720936,199.1492872,434.621058,207.0039937,374.0288854,215.0446424,333.3806483,214.3389375,330.6940016,201.4931264,226.5610876,190.1963091
317,459.2391645,198.5261192,438.1734934,208.1902614,373.0972389,213.5868454,346.023505,207.497339,334.7974176,211.5795689,229.7173649,190.2841215
318,459.2391645,198.5261192,438.1734934,208.1902614,373.0972389,213.5868454,346.023505,207.497339,334.7974176,211.5795689,229.7173649,190.2841215
319,461.7010372,198.6367702,439.2273755,211.6119237,373.6765851,213.9033213,355.1703799,206.1076756,336.2702694,213.9596195,232.4264512,190.6716795
320,461.8014909,198.668046,439.3869588,211.8434978,373.6229255,213.8887634,355.1887397,206.08881,336.2676086,214.010478,232.4035072,190.7800617
321,464.4615731,199.8283079,436.4875664,213.8077564,372.2066323,213.9535923,333.8081291,212.4796337,355.0992702,207.5898774,234.1597687,190.8557892
322,464.4615731,199.8283079,436.4875664,213.8077564,372.2066323,213.9535923,333.8081291,212.4796337,355.0992702,207.5898774,234.1597687,190.8557892
323,467.3056755,200.96627,436.5638247,214.9868097,372.4454441,214.6187825,332.0245191,213.0351286,366.0225978,208.5332294,237.5756034,190.8642912
324,467.2651372,200.9784255,436.4890604,214.9710717,372.5737305,214.604919,332.0086307,213.1326456,366.0291653,208.4447522,237.4486361,190.7344656
325,469.6771157,202.3105044,437.4335003,215.4799373,373.6546404,212.9041824,332.3390351,212.6039352,366.9069836,210.8914437,240.7908278,189.8758945
326,469.7193199,202.3855143,437.5208292,215.4920828,373.6905212,212.9111586,332.4719505,212.684123,366.8636174,210.8416904,240.7271852,189.766161
327,473.4713073,203.7123232,438.4322586,215.0136693,378.5853208,210.6796346,333.2467756,213.0385494,368.1608086,210.9012713,244.2463508,189.5613623
328,473.4801021,203.7103262,438.4159856,215.0038223,378.6528865,210.66186,333.2432656,213.0175905,368.1763165,210.886692,244.2556949,189.5687008
329,478.2410433,203.9289408,439.640516,215.1251929,383.9490108,207.52983,333.4284732,212.9518404,369.1288996,211.4475741,246.576967,189.5285225
330,478.2410433,203.9289408,439.640516,215.1251929,383.9490108,207.52983,333.4284732,212.9518404,369.1288996,211.4475741,246.576967,189.5285225
331,482.0373149,204.2794437,438.3496029,215.0399961,395.3890443,201.4795175,332.7383155,213.4664755,371.686358,213.1095886,249.1321607,189.3320904
332,482.0387077,204.2819242,438.3259618,215.0381677,395.4255705,201.4577103,332.7393209,213.4709291,371.6917181,213.0797453,249.1358638,189.3361969
333,485.3447284,204.7152195,437.2956635,215.5585911,404.8829956,200.8247867,333.8814856,213.5075626,371.7585467,213.4807081,251.7026302,189.2711267
334,485.3447284,204.7152195,437.2956635,215.5585911,404.8829956,200.8247867,333.8814856,213.5075626,371.7585467,213.4807081,251.7026302,189.2711267
335,488.8332839,204.9601231,437.8925625,216.1606183,412.1762142,200.3097634,334.5674765,213.5293779,372.2679206,213.1309576,254.7078712,189.1815691
336,488.8332868,204.9603329,437.8927977,216.1606159,412.1769075,200.3099399,334.5685577,213.5249033,372.2657049,213.1303883,254.709197,189.1812668
337,492.6315678,204.4779701,439.2964854,216.6442838,425.4128046,200.7761769,336.9888263,213.4273443,371.0259866,212.7924185,258.611066,188.8983583
338,492.6315678,204.4779701,439.2964854,216.6442838,425.4128046,200.7761769,336.9888263,213.4273443,371.0259866,212.7924185,258.611066,188.8983583
339,495.6489601,203.7311773,438.707082,215.491209,436.9078059,200.1034741,338.0267339,210.2540383,370.7315307,213.366415,262.5770018,189.0744362
340,495.6505966,203.7323999,438.7051928,215.4890094,436.9062949,200.1019206,338.024622,210.2544534,370.7353488,213.366621,262.5775859,189.0741377
341,498.0664897,203.4937625,440.0455718,214.7917469,447.915204,200.4188151,341.1397829,202.57976,370.5972983,213.9194527,265.4403865,189.3577881
342,498.0664897,203.4937625,440.0455718,214.7917469,447.915204,200.4188151,341.1397829,202.57976,370.5972983,213.9194527,265.4403865,189.3577881
343,500.2701075,203.4691682,439.0719695,216.6444211,458.7495422,201.4787421,350.2177114,198.0770788,369.7994592,211.5649915,268.9397908,189.2315826
344,500.268381,203.4622211,439.0630522,216.6498404,458.736237,201.470881,350.2155461,198.0777774,369.8012464,211.5648284,268.9374199,189.2350273
345,503.9693005,203.7929945,437.8985196,217.1653609,469.7053831,205.0194054,360.0917802,202.2626586,370.6328698,213.3939228,272.240674,188.234911
346,503.9693005,203.7929945,437.8985196,217.1653609,469.7053831,205.0194054,360.0917802,202.2626586,370.6328698,213.3939228,272.240674,188.234911
347,507.6729321,203.4535027,438.2903614,216.5510497,475.6446301,207.3241854,432.1479309,212.7572012,371.1216038,213.0709753,276.5952162,187.0146236
348,507.6715064,203.4540563,438.2773798,216.5293598,475.6265425,207.3416686,432.131819,212.7464075,371.1244304,213.0689344,276.5940623,187.0060964
349,512.2368655,202.9752431,437.9613804,215.9036403,476.9745932,210.9782281,432.1297886,212.7847753,371.280961,213.3598843,280.3844633,185.8767762
350,512.2368655,202.9752431,437.9613804,215.9036403,476.9745932,210.9782281,432.1297886,212.7847753,371.280961,213.3598843,280.3844633,185.8767762
351,515.2607899,202.9086142,437.9016985,215.4133613,476.7340173,212.6530075,396.8253291,203.3422731,370.7506657,212.7520447,283.7141805,185.1678176
352,515.1745973,202.8865361,437.9415638,215.4329669,476.7073123,212.6593304,396.7989913,203.318844,370.7333318,212.7656116,283.7742314,185.093689
353,517.1361669,203.3986239,436.2144756,214.3064752,477.4421366,213.3279457,407.1596115,202.7121992,370.8462756,212.6801414,287.7820637,183.8627634
354,517.1361669,203.3986239,436.2144756,214.3064752,477.4421366,213.3279457,407.1596115,202.7121992,370.8462756,212.6801414,287.7820637,183.8627634
355,521.1164908,203.5792503,438.0970509,216.6513376,476.6699021,214.058054,416.6706653,202.2913928,371.4422781,213.0054798,291.1340576,182.7263041
356,521.1062803,203.6030369,438.0714221,216.677598,476.6963412,214.0751219,416.6921434,202.3264198,371.4079202,212.937727,291.1598008,182.7355833
357,525.2696581,203.3468595,439.1369333,216.4587765,475.8527317,214.2181044,424.5116258,204.1231699,371.9699953,213.2943888,295.9961579,181.2807026
358,525.2696581,203.3468595,439.1369333,216.4587765,475.8527317,214.2181044,424.5116258,204.1231699,371.9699953,213.2943888,295.9961579,181.2807026
359,528.7858033,202.6385908,439.4822881,216.1175714,476.1405034,213.9305925,429.7835566,208.759728,371.8198014,213.7668667,300.096903,179.9625764
360,529.0486221,202.7111764,439.4364638,215.8185961,475.9177747,213.9868937,429.7273775,208.8227897,371.720312,213.736784,299.7774685,180.0152874
361,531.8234191,202.99014,439.5798197,216.2107496,476.9930906,215.7943916,431.6615255,211.2349772,371.7766467,213.5420628,303.4985299,179.9970264
362,531.7441449,202.9457688,439.7546015,216.204473,476.9886122,215.8412323,431.7490687,211.1894751,371.6585111,213.4073963,303.4445152,180.0310144
363,534.174737,202.0283909,441.1365807,214.7651193,477.5949011,215.733578,433.3817129,211.0761175,371.520488,212.8245163,308.2197134,179.8325887
364,534.1293209,202.0882235,441.1438367,214.7198353,477.5809717,215.7404804,433.3788223,211.0965614,371.5494067,212.8173351,308.2193198,179.8474979
365,537.9302588,200.8319168,444.5450292,212.3737534,477.1027642,214.4680605,435.6514606,210.6221814,372.4748698,211.1230783,311.4104304,180.0077686
366,537.9302588,200.8319168,444.5450292,212.3737534,477.1027642,214.4680605,435.6514606,210.6221814,372.4748698,211.1230783,311.4104304,180.0077686
367,542.4536366,199.086139,449.2027581,211.9825732,477.349421,214.4627857,436.2580695,212.0065374,378.6371031,208.4640169,314.1448284,180.588624
368,542.4429004,199.0955939,449.0836012,212.025848,477.3668396,214.4592533,436.2779983,212.014287,378.6441817,208.1764317,314.296768,180.5236149
369,545.8021426,198.9399393,461.0906497,209.7488713,477.3767972,213.5819149,436.1746517,212.0493736,385.7344289,202.4742656,316.1611624,180.9361569
370,545.5734878,199.0438294,461.8327326,209.8508615,477.5661587,213.5791235,436.7549079,212.0622883,386.0330958,201.7126331,316.3152523,181.0275098
371,547.2054977,199.3493595,466.1992688,211.6223414,477.5834769,214.6053867,436.7259361,212.9759026,397.3164406,197.7625065,318.8165267,182.6323986
372,547.2736108,199.3507471,466.341527,211.6321822,477.4971867,214.7204819,436.7622858,212.9901772,397.3346207,197.761117,318.8814342,182.5598488
373,550.0318971,199.2597933,484.8477325,206.2835793,477.0969067,215.3871775,436.4625322,213.3912802,406.7814164,198.0810261,321.412219,183.1993544
374,549.8132552,199.1970768,483.1769385,211.3319139,477.0396857,215.0432692,436.3775184,213.4034748,407.169786,198.8396292,321.2932978,183.2137945
375,553.3081307,199.2711797,513.4129577,207.3336425,476.3632949,215.294692,437.2053227,213.7231455,415.529551,197.3658829,323.5035191,183.9044652
376,553.4038119,199.238203,513.3713279,207.36133,476.3711867,215.3012791,437.2072719,213.7200136,415.5352764,197.3599157,323.5625739,184.0333076
377,556.1380606,199.7753847,437.7906199,214.6871581,476.5033221,214.4321947,435.5082454,213.7358799,428.1020367,200.60289,326.9835539,185.1577778
378,556.1380606,199.7753847,437.7906199,214.6871581,476.5033221,214.4321947,435.5082454,213.7358799,428.1020367,200.60289,326.9835539,185.1577778
379,559.2997355,199.9926991,532.3993256,205.0610533,477.5317172,213.2256918,438.3877077,212.0831801,440.5816708,207.9474831,330.5050173,186.471983
